orders_id,item_price,quantity,item_category,item_name,created_date,created_at,delivery_address1,delivery_address2,delivery_city,delivery_zipcode,delivery
223,6,1,Dessert,"Chocolate Ice Cream",2023-01-06,12:46:05,"147 Arizona Plaza",,"Staten Island",0010SI,1
224,6,5,Dessert,"Chocolate Ice Cream",2023-01-07,12:46:05,"147 Arizona Plaza",,"Staten Island",0010SI,1
225,16,3,Pizza,"Pizza Diavola Regular",2023-01-07,12:46:05,"147 Arizona Plaza",,"Staten Island",0010SI,1
226,3,5,Beverage,"Diet Coke 33cl",2023-01-07,13:27:14,"147 Arizona Plaza",,"Staten Island",0010SI,0
227,17,4,Pizza,"Pizza Hawaiian Large",2023-01-07,13:27:14,"147 Arizona Plaza",,"Staten Island",0010SI,0
228,16,2,Pizza,"Pizza Napolitana Regular",2023-01-07,13:27:14,"147 Arizona Plaza",,"Staten Island",0010SI,0
229,3,3,Beverage,"Diet Coke 33cl",2023-01-07,21:16:30,"147 Arizona Plaza",,"Staten Island",0010SI,1
230,18,1,Pizza,"Pizza Parmigiana Large",2023-01-07,18:38:28,"3168 Clemons Road",,Queens,0007Q,1
231,17,8,Pizza,"Pizza Hawaiian Large",2023-01-07,18:38:28,"3168 Clemons Road",,Queens,0007Q,1
232,15,9,Pizza,"Pizza Hawaiian Regular",2023-01-07,21:41:42,"3168 Clemons Road",,Queens,0007Q,0
233,5,7,Side,Breadsticks,2023-01-07,21:41:42,"3168 Clemons Road",,Queens,0007Q,0
234,3,6,Beverage,"Fanta 33cl",2023-01-07,21:41:42,"3168 Clemons Road",,Queens,0007Q,0
235,6,7,Beverage,"7 Up 1.5l",2023-01-07,22:01:19,"3168 Clemons Road",,Queens,0007Q,1
236,17,3,Pizza,"Pizza Seafood Regular",2023-01-07,22:01:19,"3168 Clemons Road",,Queens,0007Q,1
237,6,6,Beverage,"Coca Cola 1.5l",2023-01-07,22:01:19,"3168 Clemons Road",,Queens,0007Q,1
238,6,4,Dessert,"Vanilla Ice Cream",2023-01-07,19:44:05,"3168 Clemons Road",,Queens,0007Q,1
239,6,10,Dessert,"Vanilla Ice Cream",2023-01-07,19:44:05,"3168 Clemons Road",,Queens,0007Q,1
240,3,3,Beverage,"Coca Cola 33cl",2023-01-07,18:36:26,"3168 Clemons Road",,Queens,0007Q,0
241,7,4,Dessert,"Banoffee Pie",2023-01-07,18:36:26,"3168 Clemons Road",,Queens,0007Q,0
242,6,5,Side,"Garlic Bread",2023-01-07,13:50:24,"3168 Clemons Road",,Queens,0007Q,1
243,6,9,Dessert,"Vanilla Ice Cream",2023-01-07,13:50:24,"3168 Clemons Road",,Queens,0007Q,1
244,6,7,Side,"Garlic Bread",2023-01-07,13:50:24,"3168 Clemons Road",,Queens,0007Q,1
245,16,8,Pizza,"Pizza Diavola Regular",2023-01-07,13:50:24,"3168 Clemons Road",,Queens,0007Q,1
246,5,5,Dessert,"Fruit salad",2023-01-07,13:50:24,"3168 Clemons Road",,Queens,0007Q,1
247,16,1,Pizza,"Pizza Quattro Formaggi Regular",2023-01-07,13:50:24,"3168 Clemons Road",,Queens,0007Q,1
248,17,5,Pizza,"Pizza Seafood Regular",2023-01-07,13:50:24,"3168 Clemons Road",,Queens,0007Q,1
249,17,3,Pizza,"Pizza Hawaiian Large",2023-01-07,19:04:31,"3168 Clemons Road",,Queens,0007Q,1
250,5,1,Side,Breadsticks,2023-01-07,19:04:31,"3168 Clemons Road",,Queens,0007Q,1
251,18,3,Pizza,"Pizza Parmigiana Large",2023-01-07,22:26:14,"3168 Clemons Road",,Queens,0007Q,0
252,6,10,Beverage,"Fanta 1.5l",2023-01-07,22:26:14,"3168 Clemons Road",,Queens,0007Q,0
253,7,4,Dessert,"Banoffee Pie",2023-01-07,18:55:48,"3168 Clemons Road",,Queens,0007Q,1
254,18,1,Pizza,"Pizza Napolitana Large",2023-01-07,18:55:48,"3168 Clemons Road",,Queens,0007Q,1
255,6,2,Side,"Garlic Bread",2023-01-07,18:55:48,"3168 Clemons Road",,Queens,0007Q,1
256,17,7,Pizza,"Pizza Hawaiian Large",2023-01-07,20:44:07,"3168 Clemons Road",,Queens,0007Q,1
257,12,2,Pizza,"Pizza Margherita Regular",2023-01-07,20:44:07,"3168 Clemons Road",,Queens,0007Q,1
258,6,1,Side,"Garlic Bread",2023-01-07,20:44:07,"3168 Clemons Road",,Queens,0007Q,1
259,6,3,Beverage,"Coca Cola 1.5l",2023-01-07,19:06:57,"3168 Clemons Road",,Queens,0007Q,0
260,6,4,Dessert,"Chocolate Ice Cream",2023-01-07,19:06:57,"3168 Clemons Road",,Queens,0007Q,0
261,18,7,Pizza,"Pizza Napolitana Large",2023-01-07,19:06:57,"3168 Clemons Road",,Queens,0007Q,0
262,12,4,Pizza,"Pizza Margherita Regular",2023-01-07,19:18:43,"3168 Clemons Road",,Queens,0007Q,0
263,12,7,Pizza,"Pizza Margherita Regular",2023-01-07,19:18:43,"3168 Clemons Road",,Queens,0007Q,0
264,17,4,Pizza,"Pizza Pepperoni Large",2023-01-07,20:47:59,"3168 Clemons Road",,Queens,0007Q,1
265,14,10,Pizza,"Pizza Margherita Large",2023-01-07,20:47:59,"3168 Clemons Road",,Queens,0007Q,1
266,16,4,Pizza,"Pizza Napolitana Regular",2023-01-07,22:01:09,"3168 Clemons Road",,Queens,0007Q,1
267,6,4,Dessert,"Strawberry Ice Cream",2023-01-07,13:11:03,"9338 Rutledge Drive",,Bronx,0004B,0
268,6,10,Beverage,"Diet Coke 1.5l",2023-01-07,13:11:03,"9338 Rutledge Drive",,Bronx,0004B,0
269,18,3,Pizza,"Pizza Napolitana Large",2023-01-07,13:11:03,"9338 Rutledge Drive",,Bronx,0004B,0
270,3,6,Beverage,"Fanta 33cl",2023-01-07,13:11:03,"9338 Rutledge Drive",,Bronx,0004B,0
271,6,6,Dessert,"Chocolate Ice Cream",2023-01-07,19:33:58,"9338 Rutledge Drive",,Bronx,0004B,1
272,5,8,Side,Breadsticks,2023-01-07,13:59:22,"14213 Luster Hill",,Manhattan,0001M,1
273,3,4,Beverage,"Fanta 33cl",2023-01-07,20:27:22,"7 Gale Pass",,Manhattan,0001M,0
274,4,5,Beverage,"Sparkling Water 1.5l",2023-01-07,20:27:22,"7 Gale Pass",,Manhattan,0001M,0
275,6,2,Side,"Garlic Bread",2023-01-07,22:12:52,"7 Gale Pass",,Manhattan,0001M,1
276,16,7,Pizza,"Pizza Diavola Regular",2023-01-07,22:12:52,"7 Gale Pass",,Manhattan,0001M,1
277,15,3,Pizza,"Pizza Parmigiana Regular",2023-01-07,22:12:52,"7 Gale Pass",,Manhattan,0001M,1
278,17,2,Pizza,"Pizza Hawaiian Large",2023-01-07,22:12:52,"7 Gale Pass",,Manhattan,0001M,1
279,20,2,Pizza,"Pizza Seafood Large",2023-01-07,22:12:52,"7 Gale Pass",,Manhattan,0001M,1
280,7,9,Side,"Chicken Wings",2023-01-07,13:31:58,"7 Gale Pass",,Manhattan,0001M,1
281,6,4,Dessert,"Vanilla Ice Cream",2023-01-07,13:31:58,"7 Gale Pass",,Manhattan,0001M,1
282,18,7,Pizza,"Pizza Napolitana Large",2023-01-07,11:47:47,"7 Gale Pass",,Manhattan,0001M,0
283,3,6,Beverage,"Coca Cola 33cl",2023-01-07,11:47:47,"7 Gale Pass",,Manhattan,0001M,0
284,3,3,Beverage,"7 Up 33cl",2023-01-07,11:47:47,"7 Gale Pass",,Manhattan,0001M,0
285,5,1,Side,Breadsticks,2023-01-07,18:49:59,"7 Gale Pass",,Manhattan,0001M,1
286,19,2,Pizza,"Pizza Quattro Formaggi Large",2023-01-07,18:49:59,"7 Gale Pass",,Manhattan,0001M,1
287,19,9,Pizza,"Pizza Diavola Large",2023-01-08,21:31:14,"7 Gale Pass",,Manhattan,0001M,1
288,18,9,Pizza,"Pizza Parmigiana Large",2023-01-08,21:31:14,"7 Gale Pass",,Manhattan,0001M,1
289,17,3,Pizza,"Pizza Seafood Regular",2023-01-08,11:44:24,"7 Gale Pass",,Manhattan,0001M,0
290,17,3,Pizza,"Pizza Pepperoni Large",2023-01-08,19:17:02,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
291,6,2,Beverage,"Fanta 1.5l",2023-01-08,18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
292,16,4,Pizza,"Pizza Napolitana Regular",2023-01-08,18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
293,5,4,Side,Breadsticks,2023-01-08,18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
294,7,2,Side,"Caesar Salad",2023-01-08,18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
295,6,4,Beverage,"Fanta 1.5l",2023-01-08,18:38:36,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
296,16,9,Pizza,"Pizza Diavola Regular",2023-01-08,12:08:13,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
297,16,3,Pizza,"Pizza Napolitana Regular",2023-01-08,12:08:13,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
298,19,1,Pizza,"Pizza Quattro Formaggi Large",2023-01-08,21:57:08,"5170 Armistice Hill","Room 589","Staten Island",0010SI,1
299,3,6,Beverage,"Coca Cola 33cl",2023-01-08,11:21:02,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
300,6,3,Beverage,"7 Up 1.5l",2023-01-08,11:21:02,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
301,16,6,Pizza,"Pizza Napolitana Regular",2023-01-08,11:21:02,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
302,3,5,Beverage,"Coca Cola 33cl",2023-01-08,11:03:50,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
303,3,10,Beverage,"Fanta 33cl",2023-01-08,11:03:50,"695 Sunbrook Avenue",,"Staten Island",0010SI,0
304,2,3,Beverage,"Sparkling Water 33cl",2023-01-08,11:37:36,"695 Sunbrook Avenue",,"Staten Island",0010SI,1
305,16,2,Pizza,"Pizza Napolitana Regular",2023-01-08,11:37:36,"695 Sunbrook Avenue",,"Staten Island",0010SI,1
306,5,7,Dessert,"Chocolate Brownie",2023-01-08,11:37:36,"695 Sunbrook Avenue",,"Staten Island",0010SI,1
307,17,10,Pizza,"Pizza Pepperoni Large",2023-01-08,21:09:22,"695 Sunbrook Avenue",,"Staten Island",0010SI,1
308,20,9,Pizza,"Pizza Seafood Large",2023-01-08,20:02:02,"98148 Brown Pass",,Bronx,0004B,1
309,18,5,Pizza,"Pizza Parmigiana Large",2023-01-08,13:49:34,"3951 Hintze Point",,Queens,0007Q,1
310,14,4,Pizza,"Pizza Margherita Large",2023-01-08,13:49:34,"3951 Hintze Point",,Queens,0007Q,1
311,6,3,Dessert,"Chocolate Ice Cream",2023-01-08,13:49:34,"3951 Hintze Point",,Queens,0007Q,1
312,6,8,Beverage,"Diet Coke 1.5l",2023-01-08,20:30:51,"3951 Hintze Point",,Queens,0007Q,0
313,5,7,Dessert,"Chocolate Brownie",2023-01-08,20:30:51,"3951 Hintze Point",,Queens,0007Q,0
314,16,10,Pizza,"Pizza Diavola Regular",2023-01-08,20:30:51,"3951 Hintze Point",,Queens,0007Q,0
315,3,3,Beverage,"Fanta 33cl",2023-01-08,20:30:51,"3951 Hintze Point",,Queens,0007Q,0
316,6,10,Beverage,"7 Up 1.5l",2023-01-08,11:36:49,"3951 Hintze Point",,Queens,0007Q,1
317,7,8,Side,"Caesar Salad",2023-01-08,11:36:49,"3951 Hintze Point",,Queens,0007Q,1
318,7,7,Side,"Chicken Wings",2023-01-08,11:36:49,"3951 Hintze Point",,Queens,0007Q,1
319,12,10,Pizza,"Pizza Margherita Regular",2023-01-08,11:36:49,"3951 Hintze Point",,Queens,0007Q,1
320,18,3,Pizza,"Pizza Parmigiana Large",2023-01-08,11:36:49,"3951 Hintze Point",,Queens,0007Q,1
321,7,5,Dessert,"Banoffee Pie",2023-01-08,13:37:32,"3951 Hintze Point",,Queens,0007Q,1
322,2,2,Beverage,"Sparkling Water 33cl",2023-01-08,12:56:25,"00 La Follette Place",,"Staten Island",0010SI,0
323,14,3,Pizza,"Pizza Margherita Large",2023-01-08,12:56:25,"00 La Follette Place",,"Staten Island",0010SI,0
324,3,1,Beverage,"Fanta 33cl",2023-01-08,12:56:25,"00 La Follette Place",,"Staten Island",0010SI,0
325,15,6,Pizza,"Pizza Parmigiana Regular",2023-01-08,10:52:29,"00 La Follette Place",,"Staten Island",0010SI,0
326,7,7,Side,"Caesar Salad",2023-01-08,10:52:29,"00 La Follette Place",,"Staten Island",0010SI,0
327,20,10,Pizza,"Pizza Seafood Large",2023-01-08,13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
328,7,9,Dessert,"Banoffee Pie",2023-01-08,13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
329,3,7,Beverage,"Coca Cola 33cl",2023-01-08,13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
330,16,1,Pizza,"Pizza Napolitana Regular",2023-01-08,13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
331,3,4,Beverage,"Diet Coke 33cl",2023-01-08,13:05:40,"00 La Follette Place",,"Staten Island",0010SI,1
332,7,9,Side,"Caesar Salad",2023-01-08,18:38:35,"00 La Follette Place",,"Staten Island",0010SI,1
333,5,1,Dessert,"Chocolate Brownie",2023-01-08,20:30:11,"8 Dahle Hill",,Manhattan,0001M,0
334,17,1,Pizza,"Pizza Pepperoni Large",2023-01-08,20:30:11,"8 Dahle Hill",,Manhattan,0001M,0
335,6,2,Dessert,"Vanilla Ice Cream",2023-01-08,20:30:11,"8 Dahle Hill",,Manhattan,0001M,0
336,16,10,Pizza,"Pizza Quattro Formaggi Regular",2023-01-08,20:47:35,"8 Dahle Hill",,Manhattan,0001M,1
337,15,6,Pizza,"Pizza Hawaiian Regular",2023-01-08,20:47:35,"8 Dahle Hill",,Manhattan,0001M,1
338,3,1,Beverage,"7 Up 33cl",2023-01-08,20:47:35,"8 Dahle Hill",,Manhattan,0001M,1
339,15,5,Pizza,"Pizza Hawaiian Regular",2023-01-08,20:40:40,"8 Dahle Hill",,Manhattan,0001M,1
340,5,2,Side,Breadsticks,2023-01-08,20:40:40,"8 Dahle Hill",,Manhattan,0001M,1
341,15,5,Pizza,"Pizza Parmigiana Regular",2023-01-08,20:40:40,"8 Dahle Hill",,Manhattan,0001M,1
342,18,9,Pizza,"Pizza Parmigiana Large",2023-01-08,12:27:33,"8 Dahle Hill",,Manhattan,0001M,0
343,5,2,Side,Breadsticks,2023-01-08,12:27:33,"8 Dahle Hill",,Manhattan,0001M,0
344,20,3,Pizza,"Pizza Seafood Large",2023-01-08,19:27:44,"8 Dahle Hill",,Manhattan,0001M,1
345,18,2,Pizza,"Pizza Napolitana Large",2023-01-08,19:27:44,"8 Dahle Hill",,Manhattan,0001M,1
346,5,7,Dessert,"Fruit salad",2023-01-08,19:27:44,"8 Dahle Hill",,Manhattan,0001M,1
347,17,4,Pizza,"Pizza Hawaiian Large",2023-01-08,12:03:33,"8 Dahle Hill",,Manhattan,0001M,1
348,2,10,Beverage,"Sparkling Water 33cl",2023-01-08,12:03:33,"8 Dahle Hill",,Manhattan,0001M,1
349,6,4,Dessert,"Strawberry Ice Cream",2023-01-08,12:03:33,"8 Dahle Hill",,Manhattan,0001M,1
350,6,5,Beverage,"Fanta 1.5l",2023-01-08,20:03:14,"8 Dahle Hill",,Manhattan,0001M,0
351,6,1,Beverage,"7 Up 1.5l",2023-01-08,20:03:14,"8 Dahle Hill",,Manhattan,0001M,0
352,6,7,Beverage,"7 Up 1.5l",2023-01-08,20:03:14,"8 Dahle Hill",,Manhattan,0001M,0
353,6,4,Dessert,"Pistachio Ice Crearn",2023-01-08,21:28:07,"8 Dahle Hill",,Manhattan,0001M,0
354,6,7,Beverage,"Diet Coke 1.5l",2023-01-08,21:28:07,"8 Dahle Hill",,Manhattan,0001M,0
355,6,7,Beverage,"7 Up 1.5l",2023-01-08,21:28:07,"8 Dahle Hill",,Manhattan,0001M,0
356,14,5,Pizza,"Pizza Margherita Large",2023-01-08,20:47:04,"8 Dahle Hill",,Manhattan,0001M,1
357,6,6,Beverage,"Fanta 1.5l",2023-01-08,22:29:13,"4982 7th Hill","Suite 70",Bronx,0004B,1
358,14,1,Pizza,"Pizza Margherita Large",2023-01-08,22:29:13,"4982 7th Hill","Suite 70",Bronx,0004B,1
359,6,2,Beverage,"Fanta 1.5l",2023-01-08,18:43:51,"4982 7th Hill","Suite 70",Bronx,0004B,0
360,16,4,Pizza,"Pizza Quattro Formaggi Regular",2023-01-08,11:09:17,"96245 7th Parkway",,Manhattan,0001M,1
361,7,7,Side,"Chicken Wings",2023-01-08,11:09:17,"96245 7th Parkway",,Manhattan,0001M,1
362,6,4,Beverage,"Fanta 1.5l",2023-01-09,13:54:59,"96245 7th Parkway",,Manhattan,0001M,1
363,3,2,Beverage,"7 Up 33cl",2023-01-09,18:57:22,"14213 Luster Hill",,Manhattan,0001M,0
364,6,5,Beverage,"Fanta 1.5l",2023-01-09,18:57:22,"14213 Luster Hill",,Manhattan,0001M,0
365,5,2,Dessert,"Chocolate Brownie",2023-01-09,18:57:22,"14213 Luster Hill",,Manhattan,0001M,0
366,5,8,Dessert,"Fruit salad",2023-01-09,12:23:36,"14213 Luster Hill",,Manhattan,0001M,1
367,7,4,Side,"Caesar Salad",2023-01-09,19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
368,2,9,Beverage,"Sparkling Water 33cl",2023-01-09,19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
369,3,2,Beverage,"Coca Cola 33cl",2023-01-09,19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
370,5,2,Dessert,"Fruit salad",2023-01-09,19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
371,3,7,Beverage,"Fanta 33cl",2023-01-09,19:25:50,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
372,6,2,Beverage,"7 Up 1.5l",2023-01-09,11:21:08,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,0
373,7,7,Dessert,"Banoffee Pie",2023-01-09,11:33:14,"6 Bluejay Crossing",,Manhattan,0001M,0
374,4,7,Beverage,"Sparkling Water 1.5l",2023-01-09,11:33:14,"6 Bluejay Crossing",,Manhattan,0001M,0
375,16,5,Pizza,"Pizza Quattro Formaggi Regular",2023-01-09,20:41:29,"6 Bluejay Crossing",,Manhattan,0001M,1
376,3,2,Beverage,"Fanta 33cl",2023-01-09,20:41:29,"6 Bluejay Crossing",,Manhattan,0001M,1
377,15,8,Pizza,"Pizza Hawaiian Regular",2023-01-09,20:41:29,"6 Bluejay Crossing",,Manhattan,0001M,1
378,17,2,Pizza,"Pizza Seafood Regular",2023-01-09,20:41:29,"6 Bluejay Crossing",,Manhattan,0001M,1
379,18,9,Pizza,"Pizza Napolitana Large",2023-01-09,21:23:45,"6 Bluejay Crossing",,Manhattan,0001M,0
380,14,1,Pizza,"Pizza Margherita Large",2023-01-09,21:23:45,"6 Bluejay Crossing",,Manhattan,0001M,0
381,19,3,Pizza,"Pizza Quattro Formaggi Large",2023-01-09,21:23:45,"6 Bluejay Crossing",,Manhattan,0001M,0
382,6,9,Beverage,"Coca Cola 1.5l",2023-01-09,13:30:52,"6 Bluejay Crossing",,Manhattan,0001M,1
383,18,6,Pizza,"Pizza Napolitana Large",2023-01-09,13:30:52,"6 Bluejay Crossing",,Manhattan,0001M,1
384,6,2,Dessert,"Strawberry Ice Cream",2023-01-09,13:30:52,"6 Bluejay Crossing",,Manhattan,0001M,1
385,17,4,Pizza,"Pizza Hawaiian Large",2023-01-09,13:30:52,"6 Bluejay Crossing",,Manhattan,0001M,1
386,7,9,Dessert,"Banoffee Pie",2023-01-09,10:54:16,"6 Bluejay Crossing",,Manhattan,0001M,1
387,6,6,Beverage,"Coca Cola 1.5l",2023-01-09,10:54:16,"6 Bluejay Crossing",,Manhattan,0001M,1
388,19,1,Pizza,"Pizza Quattro Formaggi Large",2023-01-09,10:54:16,"6 Bluejay Crossing",,Manhattan,0001M,1
389,16,4,Pizza,"Pizza Diavola Regular",2023-01-09,11:24:49,"6 Bluejay Crossing",,Manhattan,0001M,0
390,17,4,Pizza,"Pizza Seafood Regular",2023-01-09,11:24:49,"6 Bluejay Crossing",,Manhattan,0001M,0
391,12,6,Pizza,"Pizza Margherita Regular",2023-01-09,11:24:49,"6 Bluejay Crossing",,Manhattan,0001M,0
392,14,6,Pizza,"Pizza Margherita Large",2023-01-09,11:24:49,"6 Bluejay Crossing",,Manhattan,0001M,0
393,19,9,Pizza,"Pizza Quattro Formaggi Large",2023-01-09,11:09:49,"6 Bluejay Crossing",,Manhattan,0001M,1
394,20,5,Pizza,"Pizza Seafood Large",2023-01-09,21:57:32,"93 Sugar Terrace","Suite 2",Queens,0007Q,1
395,7,7,Side,"Chicken Wings",2023-01-09,21:57:32,"93 Sugar Terrace","Suite 2",Queens,0007Q,1
396,6,6,Side,"Garlic Bread",2023-01-09,21:57:32,"93 Sugar Terrace","Suite 2",Queens,0007Q,1
397,3,7,Beverage,"Fanta 33cl",2023-01-09,21:25:42,"93 Sugar Terrace","Suite 2",Queens,0007Q,0
398,6,10,Beverage,"7 Up 1.5l",2023-01-09,21:25:42,"93 Sugar Terrace","Suite 2",Queens,0007Q,0
399,19,4,Pizza,"Pizza Diavola Large",2023-01-09,21:25:42,"93 Sugar Terrace","Suite 2",Queens,0007Q,0
400,17,10,Pizza,"Pizza Hawaiian Large",2023-01-09,21:25:42,"93 Sugar Terrace","Suite 2",Queens,0007Q,0
401,6,10,Beverage,"Coca Cola 1.5l",2023-01-09,21:42:22,"93 Sugar Terrace","Suite 2",Queens,0007Q,1
402,15,1,Pizza,"Pizza Pepperoni Regular",2023-01-09,11:40:21,"59 Stoughton Plaza",,Queens,0007Q,1
403,17,5,Pizza,"Pizza Seafood Regular",2023-01-09,11:40:21,"59 Stoughton Plaza",,Queens,0007Q,1
404,16,10,Pizza,"Pizza Napolitana Regular",2023-01-09,11:40:21,"59 Stoughton Plaza",,Queens,0007Q,1
405,19,5,Pizza,"Pizza Diavola Large",2023-01-09,11:40:21,"59 Stoughton Plaza",,Queens,0007Q,1
406,6,6,Beverage,"Fanta 1.5l",2023-01-09,12:32:30,"59 Stoughton Plaza",,Queens,0007Q,0
407,5,3,Side,Breadsticks,2023-01-09,12:32:30,"59 Stoughton Plaza",,Queens,0007Q,0
408,17,2,Pizza,"Pizza Hawaiian Large",2023-01-09,11:20:08,"59 Stoughton Plaza",,Queens,0007Q,1
409,16,8,Pizza,"Pizza Napolitana Regular",2023-01-09,22:24:54,"03250 Miller Park",,Queens,0007Q,1
410,5,6,Side,Breadsticks,2023-01-09,22:24:54,"03250 Miller Park",,Queens,0007Q,1
411,2,1,Beverage,"Sparkling Water 33cl",2023-01-09,11:30:58,"03250 Miller Park",,Queens,0007Q,0
412,3,5,Beverage,"Fanta 33cl",2023-01-09,11:30:58,"03250 Miller Park",,Queens,0007Q,0
413,12,10,Pizza,"Pizza Margherita Regular",2023-01-09,10:45:57,"03250 Miller Park",,Queens,0007Q,0
414,14,3,Pizza,"Pizza Margherita Large",2023-01-09,10:45:57,"03250 Miller Park",,Queens,0007Q,0
415,3,5,Beverage,"7 Up 33cl",2023-01-09,10:45:57,"03250 Miller Park",,Queens,0007Q,0
416,3,6,Beverage,"Diet Coke 33cl",2023-01-09,13:25:51,"03250 Miller Park",,Queens,0007Q,0
417,4,4,Beverage,"Sparkling Water 1.5l",2023-01-09,13:25:51,"03250 Miller Park",,Queens,0007Q,0
418,6,3,Dessert,"Chocolate Ice Cream",2023-01-09,13:25:51,"03250 Miller Park",,Queens,0007Q,0
419,18,8,Pizza,"Pizza Napolitana Large",2023-01-09,13:25:51,"03250 Miller Park",,Queens,0007Q,0
420,16,3,Pizza,"Pizza Napolitana Regular",2023-01-09,13:25:51,"03250 Miller Park",,Queens,0007Q,0
421,6,4,Side,"Garlic Bread",2023-01-09,13:25:51,"03250 Miller Park",,Queens,0007Q,0
422,6,2,Dessert,"Strawberry Ice Cream",2023-01-09,11:47:12,"03250 Miller Park",,Queens,0007Q,1
423,16,1,Pizza,"Pizza Napolitana Regular",2023-01-09,11:47:12,"03250 Miller Park",,Queens,0007Q,1
424,7,8,Side,"Chicken Wings",2023-01-09,11:47:12,"03250 Miller Park",,Queens,0007Q,1
425,7,2,Dessert,"Banoffee Pie",2023-01-09,11:47:12,"03250 Miller Park",,Queens,0007Q,1
426,16,3,Pizza,"Pizza Quattro Formaggi Regular",2023-01-09,13:34:03,"03250 Miller Park",,Queens,0007Q,1
427,18,2,Pizza,"Pizza Napolitana Large",2023-01-09,13:34:03,"03250 Miller Park",,Queens,0007Q,1
428,14,10,Pizza,"Pizza Margherita Large",2023-01-09,22:15:12,"03250 Miller Park",,Queens,0007Q,0
429,6,1,Side,"Garlic Bread",2023-01-09,20:20:02,"3676 Southridge Avenue",,Queens,0007Q,1
430,16,5,Pizza,"Pizza Diavola Regular",2023-01-09,11:40:30,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
431,17,1,Pizza,"Pizza Hawaiian Large",2023-01-09,11:40:30,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
432,16,6,Pizza,"Pizza Diavola Regular",2023-01-09,11:33:14,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
433,6,4,Dessert,"Chocolate Ice Cream",2023-01-09,11:33:14,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
434,5,3,Dessert,"Chocolate Brownie",2023-01-09,11:33:14,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
435,16,10,Pizza,"Pizza Quattro Formaggi Regular",2023-01-09,11:33:14,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
436,5,9,Side,Breadsticks,2023-01-09,20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
437,15,9,Pizza,"Pizza Parmigiana Regular",2023-01-09,20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
438,14,4,Pizza,"Pizza Margherita Large",2023-01-09,20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
439,7,5,Side,"Caesar Salad",2023-01-09,20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
440,20,5,Pizza,"Pizza Seafood Large",2023-01-09,20:04:40,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
441,6,8,Beverage,"7 Up 1.5l",2023-01-09,10:34:28,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
442,18,7,Pizza,"Pizza Parmigiana Large",2023-01-09,10:34:28,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
443,19,9,Pizza,"Pizza Diavola Large",2023-01-10,22:39:20,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
444,17,4,Pizza,"Pizza Seafood Regular",2023-01-10,22:39:20,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
445,6,9,Beverage,"Diet Coke 1.5l",2023-01-10,11:27:25,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
446,3,1,Beverage,"7 Up 33cl",2023-01-10,11:27:25,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
447,6,1,Beverage,"Coca Cola 1.5l",2023-01-10,11:27:25,"9270 Sunnyside Crossing",,Brooklyn,0005B,0
448,18,4,Pizza,"Pizza Napolitana Large",2023-01-10,12:51:23,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
449,15,8,Pizza,"Pizza Hawaiian Regular",2023-01-10,12:51:23,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
450,3,7,Beverage,"Diet Coke 33cl",2023-01-10,12:51:23,"9270 Sunnyside Crossing",,Brooklyn,0005B,1
